PID,WEIGHT,VPSU,VSTRAT,SURVEYDATE,DURATION,AGE,RACETHNICITY,EDUC,EMPLOY,GENDER,HH01,HH25,HH612,HH1317,HH18OV,HHSIZE,INCOME,MARITAL,METRO,STATE,REGION9,Q1,Q2,Q3,Q3_rc,Q4,Q4_rc,Q5,Q6,Q7,Q8_1,Q8_2,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q20_1,Q20_1_rc,Q20_2,Q20_2_rc,Q21,Q21_rc
1009326,0.231583407,1,22,10/20/2019,4,37,1,13,1,1,0,0,0,0,1,1,15,5,1,GA,5,2,1,93,23:00:00,37,9:00:00,1,1,10,8,30,1,2,60,2,60,2,8,0,3,3,6,6,0,0,210,210
1009327,0.098424863,1,25,10/20/2019,4,30,1,13,1,1,1,2,2,0,2,6,13,1,1,WA,9,2,1,91,22:30:00,30,7:15:00,1,1,2,7,29,1,2,45,0,,0,6,0,3,2,6,6,1,1,215,215
1009327,0.276128627,1,25,10/20/2019,4,30,1,13,1,1,1,2,2,0,2,6,13,1,1,WA,9,2,1,91,22:30:00,30,7:15:00,1,1,2,7,29,1,2,45,0,,0,6,0,3,2,6,6,1,1,215,215
1009330,0.2931842,2,11,10/20/2019,2,38,6,14,1,1,0,0,4,2,2,6,16,1,1,NJ,2,3,1,93,23:00:00,26,6:15:00,2,2,10,7,0,2,5,60,5,40,2,7,0,1,1,5,5,10,10,155,155
1009330,0.899692051,2,11,10/20/2019,2,38,6,14,1,1,0,0,4,2,2,6,16,1,1,NJ,2,3,1,93,23:00:00,26,6:15:00,2,2,10,7,0,2,5,60,5,40,2,7,0,1,1,5,5,10,10,155,155
1009334,0.269044039,1,5,10/20/2019,7,23,1,12,1,1,0,0,0,0,5,5,11,5,1,IL,3,2,1,1,0:00:00,33,8:00:00,1,1,3,7,56,1,6,60,6,60,5,4,98,1,7,6,6,3,3,215,215
1009334,0.562141864,1,5,10/20/2019,7,23,1,12,1,1,0,0,0,0,5,5,11,5,1,IL,3,2,1,1,0:00:00,33,8:00:00,1,1,3,7,56,1,6,60,6,60,5,4,98,1,7,6,6,3,3,215,215
1009336,1.106920756,2,28,10/20/2019,4,26,4,10,7,2,0,1,1,0,2,4,5,6,1,PA,2,3,3,19,4:30:00,63,15:30:00,2,1,20,10,10,1,5,45,3,30,2,4,30,4,3,5,5,1,1,165,165
1009342,0.329021361,2,47,10/20/2019,36,28,1,14,1,2,0,0,0,0,2,2,15,1,1,IA,4,2,3,1,0:00:00,33,8:00:00,1,1,20,8,0,1,7,20,2,30,2,8,98,4,1,5,5,6,6,164,164
1009342,0.955618618,2,47,10/20/2019,36,28,1,14,1,2,0,0,0,0,2,2,15,1,1,IA,4,2,3,1,0:00:00,33,8:00:00,1,1,20,8,0,1,7,20,2,30,2,8,98,4,1,5,5,6,6,164,164
1009343,0.327996794,2,9,10/20/2019,5,32,1,11,1,2,0,2,2,0,3,6,13,1,0,MI,3,2,1,13,3:00:00,43,10:30:00,3,3,10,7,29,2,4,30,1,20,0,10,0,1,2,5,5,3,3,150,150
1009343,0.262091154,2,9,10/20/2019,5,32,1,11,1,2,0,2,2,0,3,6,13,1,0,MI,3,2,1,13,3:00:00,43,10:30:00,3,3,10,7,29,2,4,30,1,20,0,10,0,1,2,5,5,3,3,150,150
1009347,1.18819252,1,22,10/20/2019,2,21,1,11,7,2,0,0,0,0,3,3,18,5,1,GA,5,2,1,6,1:15:00,51,12:30:00,2,0,0,98,98,2,1,29,0,,0,8,98,3,6,5,5,9,9,190,190
1009347,0.852402223,1,22,10/20/2019,2,21,1,11,7,2,0,0,0,0,3,3,18,5,1,GA,5,2,1,6,1:15:00,51,12:30:00,2,0,0,98,98,2,1,29,0,,0,8,98,3,6,5,5,9,9,190,190
1009349,0.185898771,1,12,10/20/2019,7,28,4,11,1,2,0,0,0,0,5,5,10,1,1,NY,2,2,3,8,1:45:00,47,11:30:00,1,1,1,9,15,2,1,30,0,,5,3,30,3,6,5,5,3,3,116,116
1009364,0.438065315,2,29,10/20/2019,5,50,1,12,1,1,0,0,2,2,3,6,12,1,1,FL,5,2,2,92,22:45:00,27,6:30:00,1,2,10,7,5,2,2,30,0,,2,4,98,1,2,5,5,8,8,181,181
1009372,1.64404393,1,30,10/20/2019,4,32,5,10,1,2,0,0,0,0,4,4,13,1,1,NC,5,2,1,85,21:00:00,24,5:45:00,1,1,10,8,35,2,5,30,1,25,3,7,0,2,2,5,5,8,8,230,230
1009372,1.282809797,1,30,10/20/2019,4,32,5,10,1,2,0,0,0,0,4,4,13,1,1,NC,5,2,1,85,21:00:00,24,5:45:00,1,1,10,8,35,2,5,30,1,25,3,7,0,2,2,5,5,8,8,230,230
1009381,0.52949228,2,41,10/20/2019,6,40,4,12,1,2,0,0,0,0,3,3,14,1,1,CA,9,2,1,12,2:45:00,37,9:00:00,1,1,9,6,18,2,4,30,0,,0,3,30,4,3,5,5,3,3,119,119
1009381,0.683712924,2,41,10/20/2019,6,40,4,12,1,2,0,0,0,0,3,3,14,1,1,CA,9,2,1,12,2:45:00,37,9:00:00,1,1,9,6,18,2,4,30,0,,0,3,30,4,3,5,5,3,3,119,119
1009382,0.128450034,1,1,10/20/2019,4,32,1,13,1,2,0,0,0,0,1,1,9,5,1,ME,1,2,1,93,23:00:00,31,7:30:00,2,98,5,8,30,2,5,30,0,,0,98,98,3,3,5,5,7,7,170,170
1009390,0.148647001,1,13,10/20/2019,9,37,1,11,1,1,0,0,0,0,2,2,15,1,1,CA,9,2,1,5,1:00:00,29,7:00:00,1,1,20,6,20,3,5,30,3,20,2,8,30,5,2,6,6,2,2,270,270
1009390,0.322120824,1,13,10/20/2019,9,37,1,11,1,1,0,0,0,0,2,2,15,1,1,CA,9,2,1,5,1:00:00,29,7:00:00,1,1,20,6,20,3,5,30,3,20,2,8,30,5,2,6,6,2,2,270,270
1009392,1.608084649,1,3,10/20/2019,4,23,4,10,7,2,0,3,2,0,3,6,9,1,1,FL,5,3,2,3,0:30:00,40,9:45:00,1,0,0,9,15,2,5,60,0,,5,6,98,4,3,5,5,2,2,200,200
1009392,0.667089966,1,3,10/20/2019,4,23,4,10,7,2,0,3,2,0,3,6,9,1,1,FL,5,3,2,3,0:30:00,40,9:45:00,1,0,0,9,15,2,5,60,0,,5,6,98,4,3,5,5,2,2,200,200
1009395,0.333015988,2,18,10/20/2019,10,70,1,13,1,1,0,0,0,0,2,2,18,1,1,CA,9,2,1,9,2:00:00,46,11:15:00,1,6,8,7,21,1,7,90,3,30,0,3,15,4,1,5,5,11,11,270,270
1009395,0.704276148,2,18,10/20/2019,10,70,1,13,1,1,0,0,0,0,2,2,18,1,1,CA,9,2,1,9,2:00:00,46,11:15:00,1,6,8,7,21,1,7,90,3,30,0,3,15,4,1,5,5,11,11,270,270
1009403,0.798435891,1,4,10/20/2019,6,43,1,10,1,2,0,0,0,0,1,1,6,5,1,TN,6,4,2,2,0:15:00,24,5:45:00,1,0,0,5,25,3,0,,0,,0,15,98,6,3,5,5,9,9,345,345
1009404,0.130386321,1,25,10/20/2019,6,30,2,14,1,2,0,0,0,0,4,4,12,5,1,PA,2,2,1,2,0:15:00,34,8:15:00,1,4,53,7,17,2,3,40,3,20,3,9,30,5,1,98,5,8,8,998,345
1009404,0.389556117,1,25,10/20/2019,6,30,2,14,1,2,0,0,0,0,4,4,12,5,1,PA,2,2,1,2,0:15:00,34,8:15:00,1,4,53,7,17,2,3,40,3,20,3,9,30,5,1,98,5,8,8,998,345
1009407,0.495005032,1,21,10/20/2019,10,29,2,10,1,2,0,0,1,0,1,2,7,5,1,TX,7,1,3,2,0:15:00,37,9:00:00,2,3,30,6,98,2,3,30,2,20,2,8,98,3,3,5,5,4,4,280,280
1009410,0.193745176,1,6,10/20/2019,5,39,4,12,1,1,0,0,1,1,2,4,14,6,1,MO,4,2,1,13,3:00:00,35,8:30:00,1,1,1,5,30,2,0,,0,,0,6,0,4,5,5,5,5,5,155,155
1009412,1.459988595,2,27,10/20/2019,5,27,1,9,7,2,0,3,1,0,3,6,6,1,0,IA,4,3,2,7,1:30:00,36,8:45:00,1,2,2,7,15,3,5,30,0,,0,6,0,5,5,5,5,5,5,275,275
1009412,0.795870529,2,27,10/20/2019,5,27,1,9,7,2,0,3,1,0,3,6,6,1,0,IA,4,3,2,7,1:30:00,36,8:45:00,1,2,2,7,15,3,5,30,0,,0,6,0,5,5,5,5,5,5,275,275
1009413,0.344964569,1,7,10/20/2019,10,60,1,13,1,2,0,0,0,0,2,2,16,1,1,CO,8,3,1,90,22:15:00,30,7:15:00,1,1,60,8,0,2,3,40,0,,0,7,98,6,3,5,5,3,3,135,135
1009427,2.041483048,1,26,10/20/2019,4,32,1,9,1,2,0,0,2,2,2,6,14,1,1,AZ,8,2,1,89,22:00:00,25,6:00:00,2,4,45,5,98,3,5,60,4,60,2,3,98,1,1,5,5,4,4,170,170
1009427,0.994931019,1,26,10/20/2019,4,32,1,9,1,2,0,0,2,2,2,6,14,1,1,AZ,8,2,1,89,22:00:00,25,6:00:00,2,4,45,5,98,3,5,60,4,60,2,3,98,1,1,5,5,4,4,170,170
1009430,0.683420618,1,6,10/20/2019,12,30,1,11,1,2,0,2,0,0,2,4,11,1,0,WI,3,2,3,87,21:30:00,27,6:30:00,1,2,10,8,30,3,2,30,1,30,1,1,30,2,3,5,5,4,4,135,135
1009430,0.546098321,1,6,10/20/2019,12,30,1,11,1,2,0,2,0,0,2,4,11,1,0,WI,3,2,3,87,21:30:00,27,6:30:00,1,2,10,8,30,3,2,30,1,30,1,1,30,2,3,5,5,4,4,135,135
1009432,0.231057305,1,2,10/20/2019,4,28,1,12,1,1,0,0,0,0,1,1,6,5,1,VA,5,2,1,1,0:00:00,33,8:00:00,1,1,1,7,59,1,0,,0,,4,7,98,6,6,6,6,0,0,284,284
1009432,0.763761004,1,2,10/20/2019,4,28,1,12,1,1,0,0,0,0,1,1,6,5,1,VA,5,2,1,1,0:00:00,33,8:00:00,1,1,1,7,59,1,0,,0,,4,7,98,6,6,6,6,0,0,284,284
1009438,3.097741402,2,1,10/20/2019,5,49,2,9,1,2,0,0,0,0,1,1,5,5,1,NY,2,2,1,96,23:45:00,33,8:00:00,2,1,20,8,98,2,3,10,0,,4,15,98,6,1,8,6,98,0,200,200
1009438,1.843271839,2,1,10/20/2019,5,49,2,9,1,2,0,0,0,0,1,1,5,5,1,NY,2,2,1,96,23:45:00,33,8:00:00,2,1,20,8,98,2,3,10,0,,4,15,98,6,1,8,6,98,0,200,200
1009450,0.49140898,2,27,10/20/2019,4,36,2,13,1,2,0,0,0,0,2,2,11,6,1,MO,4,3,1,3,0:30:00,38,9:15:00,1,3,5,8,40,2,0,,0,,0,14,0,6,5,5,5,2,2,355,355
1009450,1.466486902,2,27,10/20/2019,4,36,2,13,1,2,0,0,0,0,2,2,11,6,1,MO,4,3,1,3,0:30:00,38,9:15:00,1,3,5,8,40,2,0,,0,,0,14,0,6,5,5,5,2,2,355,355
1009459,3.320005198,2,25,10/20/2019,9,29,1,9,1,2,0,0,1,0,2,3,10,6,1,CA,9,2,2,89,22:00:00,25,6:00:00,2,98,998,98,98,3,5,20,0,,7,22,98,4,4,5,5,6,6,240,240
1009461,0.744955392,2,3,10/20/2019,6,54,1,14,1,1,0,0,0,0,2,2,11,3,1,FL,5,2,3,7,1:30:00,29,7:00:00,2,2,30,5,30,3,3,70,3,20,3,8,0,6,4,5,5,8,8,275,275
1009466,0.768164731,1,30,10/20/2019,5,31,1,10,1,2,0,1,2,0,2,5,10,1,1,NC,5,3,1,90,22:15:00,36,8:45:00,1,2,5,10,30,2,5,30,3,15,0,5,30,3,4,5,5,0,0,113,113
1009466,0.478812011,1,30,10/20/2019,5,31,1,10,1,2,0,1,2,0,2,5,10,1,1,NC,5,3,1,90,22:15:00,36,8:45:00,1,2,5,10,30,2,5,30,3,15,0,5,30,3,4,5,5,0,0,113,113
1009481,0.363709181,1,30,10/20/2019,5,53,1,12,1,1,0,0,0,0,2,2,14,1,1,NC,5,3,1,9,2:00:00,37,9:00:00,2,4,30,6,30,3,3,45,0,,0,4,0,5,1,5,5,8,8,215,215
1009481,0.555416309,1,30,10/20/2019,5,53,1,12,1,1,0,0,0,0,2,2,14,1,1,NC,5,3,1,9,2:00:00,37,9:00:00,2,4,30,6,30,3,3,45,0,,0,4,0,5,1,5,5,8,8,215,215
1009482,0.238662691,1,7,10/20/2019,7,69,1,12,1,1,0,0,0,1,5,6,10,6,1,AZ,8,3,3,87,21:30:00,29,7:00:00,1,1,15,8,30,2,0,,0,,0,10,0,6,4,5,5,10,10,167,167
1009494,4.536596112,1,1,10/20/2019,7,54,1,9,1,2,0,0,0,0,2,2,4,5,1,MA,1,2,3,93,23:00:00,29,7:00:00,2,3,60,6,20,3,0,,0,,0,9,30,5,5,5,5,2,2,125,125
1009494,2.03799172,1,1,10/20/2019,7,54,1,9,1,2,0,0,0,0,2,2,4,5,1,MA,1,2,3,93,23:00:00,29,7:00:00,2,3,60,6,20,3,0,,0,,0,9,30,5,5,5,5,2,2,125,125
1009499,0.355683301,2,53,10/20/2019,5,35,1,12,1,2,0,0,1,0,2,3,6,5,1,OR,9,2,2,88,21:45:00,29,7:00:00,1,3,10,8,5,1,1,45,0,,0,12,98,2,3,5,5,7,7,240,240
1009502,0.515584258,2,44,10/20/2019,4,54,1,12,5,1,0,0,0,0,2,2,14,1,1,PA,2,1,3,91,22:30:00,30,7:15:00,2,1,45,7,30,2,6,30,7,35,7,3,98,3,1,6,6,0,0,190,190
1009502,0.962318641,2,44,10/20/2019,4,54,1,12,5,1,0,0,0,0,2,2,14,1,1,PA,2,1,3,91,22:30:00,30,7:15:00,2,1,45,7,30,2,6,30,7,35,7,3,98,3,1,6,6,0,0,190,190
1009503,0.085357283,1,43,10/20/2019,8,36,3,13,1,1,0,0,0,0,2,2,2,1,1,FL,5,2,2,96,23:45:00,29,7:00:00,1,0,0,7,15,1,5,100,2,120,4,7,30,4,5,5,5,7,7,165,165
1009503,0.09184657,1,43,10/20/2019,8,36,3,13,1,1,0,0,0,0,2,2,2,1,1,FL,5,2,2,96,23:45:00,29,7:00:00,1,0,0,7,15,1,5,100,2,120,4,7,30,4,5,5,5,7,7,165,165
1009504,0.265796042,2,44,10/20/2019,6,39,1,12,1,1,0,1,0,0,2,3,14,1,1,NY,2,3,3,1,0:00:00,42,10:15:00,2,2,10,8,40,2,2,40,0,,0,8,45,6,4,6,6,1,1,190,190
1009504,0.612967655,2,44,10/20/2019,6,39,1,12,1,1,0,1,0,0,2,3,14,1,1,NY,2,3,3,1,0:00:00,42,10:15:00,2,2,10,8,40,2,2,40,0,,0,8,45,6,4,6,6,1,1,190,190
1009511,0.413309621,2,29,10/20/2019,4,36,6,13,1,1,0,0,0,0,1,2,12,1,1,FL,5,2,3,5,1:00:00,41,10:00:00,1,1,0,9,0,1,1,90,1,30,0,12,98,5,1,5,5,10,10,160,160
1009511,1.084925562,2,29,10/20/2019,4,36,6,13,1,1,0,0,0,0,1,2,12,1,1,FL,5,2,3,5,1:00:00,41,10:00:00,1,1,0,9,0,1,1,90,1,30,0,12,98,5,1,5,5,10,10,160,160
1009513,0.142469922,1,55,10/20/2019,15,37,1,12,1,1,0,0,0,0,1,2,11,1,1,ID,8,2,1,5,1:00:00,35,8:30:00,1,1,12,7,18,2,2,45,2,40,2,6,30,3,7,5,5,10,10,190,190
1009514,0.337932219,1,5,10/20/2019,6,58,1,10,1,1,0,0,0,0,3,3,10,1,0,MI,3,3,1,4,0:45:00,25,6:00:00,1,2,1,5,14,3,3,20,1,90,0,14,98,2,1,5,5,9,9,240,240
1009519,0.659747213,1,50,10/20/2019,4,42,1,13,1,1,0,0,1,1,2,4,11,1,1,VA,5,2,1,89,22:00:00,23,5:30:00,1,4,30,7,15,2,4,50,4,50,0,10,0,1,7,6,6,1,1,165,165
1009525,0.562203902,2,4,10/20/2019,7,63,1,13,1,1,0,0,0,0,5,5,14,1,0,KY,6,2,1,91,22:30:00,27,6:30:00,2,2,40,7,20,1,6,300,5,150,3,2,45,3,2,5,5,8,8,160,160
1009525,1.195127731,2,4,10/20/2019,7,63,1,13,1,1,0,0,0,0,5,5,14,1,0,KY,6,2,1,91,22:30:00,27,6:30:00,2,2,40,7,20,1,6,300,5,150,3,2,45,3,2,5,5,8,8,160,160
1009526,0.718840395,1,16,10/20/2019,5,48,1,13,1,1,0,0,1,1,2,5,18,1,1,MD,5,3,2,93,23:00:00,28,6:45:00,2,6,50,5,45,3,2,60,0,,0,6,98,4,2,6,6,1,1,202,202
1009526,0.878162962,1,16,10/20/2019,5,48,1,13,1,1,0,0,1,1,2,5,18,1,1,MD,5,3,2,93,23:00:00,28,6:45:00,2,6,50,5,45,3,2,60,0,,0,6,98,4,2,6,6,1,1,202,202
1009532,0.252698817,1,14,10/20/2019,5,56,1,10,2,1,0,0,0,0,2,2,3,1,1,CA,9,3,3,95,23:30:00,27,6:30:00,1,1,0,7,0,2,7,20,0,,7,4,0,3,1,6,6,0,0,200,200
1009538,0.649465384,1,10,10/20/2019,7,68,1,12,5,1,0,0,0,0,3,3,7,1,0,FL,5,3,1,8,1:45:00,82,8:15:00,1,3,10,7,30,2,5,60,0,,0,8,0,4,7,5,5,6,6,265,265
1009540,0.307965907,2,9,10/20/2019,7,73,1,13,5,1,0,0,0,0,2,2,9,1,1,WI,3,2,3,85,21:00:00,24,5:45:00,1,1,30,8,98,1,6,20,2,10,0,7,98,4,2,6,6,0,0,175,175
1009540,0.545627448,2,9,10/20/2019,7,73,1,13,5,1,0,0,0,0,2,2,9,1,1,WI,3,2,3,85,21:00:00,24,5:45:00,1,1,30,8,98,1,6,20,2,10,0,7,98,4,2,6,6,0,0,175,175
1009541,0.513998513,2,6,10/20/2019,3,29,1,10,2,2,0,0,1,0,2,3,12,1,1,TX,7,1,1,91,22:30:00,35,8:30:00,1,0,0,9,98,1,7,30,7,30,3,2,98,1,1,5,5,5,5,168,168
1009543,0.323314474,1,31,10/20/2019,5,53,6,13,1,1,0,0,6,0,2,6,15,1,1,IN,3,3,1,95,23:30:00,35,8:30:00,1,2,10,8,15,1,2,30,1,45,0,6,15,2,6,5,5,8,8,192,192
1009543,0.712187662,1,31,10/20/2019,5,53,6,13,1,1,0,0,6,0,2,6,15,1,1,IN,3,3,1,95,23:30:00,35,8:30:00,1,2,10,8,15,1,2,30,1,45,0,6,15,2,6,5,5,8,8,192,192
1009553,0.326885468,1,6,10/20/2019,6,58,1,10,1,1,0,0,0,0,4,4,15,1,0,WI,3,3,1,6,1:15:00,29,7:00:00,2,3,20,6,15,3,1,60,0,,0,11,98,6,3,5,5,8,8,210,210
1009555,0.547148885,1,23,10/20/2019,15,47,1,10,7,1,0,0,0,0,4,4,9,6,1,FL,5,3,2,2,0:15:00,37,9:00:00,1,2,15,8,30,2,5,60,3,50,3,4,0,6,6,5,5,7,7,175,175
1009555,0.36896529,1,23,10/20/2019,15,47,1,10,7,1,0,0,0,0,4,4,9,6,1,FL,5,3,2,2,0:15:00,37,9:00:00,1,2,15,8,30,2,5,60,3,50,3,4,0,6,6,5,5,7,7,175,175
1009576,2.340320545,1,32,10/20/2019,5,59,1,9,6,1,0,0,0,0,1,1,1,2,0,NV,8,5,3,85,21:00:00,21,5:00:00,1,2,20,7,40,2,77,,,,0,6,0,4,1,5,5,11,11,165,165
1009576,1.268960015,1,32,10/20/2019,5,59,1,9,6,1,0,0,0,0,1,1,1,2,0,NV,8,5,3,85,21:00:00,21,5:00:00,1,2,20,7,40,2,77,,,,0,6,0,4,1,5,5,11,11,165,165
1009579,0.525520573,2,55,10/20/2019,5,48,1,13,7,2,0,0,0,0,2,2,14,3,1,CA,9,3,2,89,22:00:00,29,7:00:00,1,0,0,8,98,3,3,30,3,10,3,5,98,5,6,5,5,8,8,160,160
1009579,1.008121453,2,55,10/20/2019,5,48,1,13,7,2,0,0,0,0,2,2,14,3,1,CA,9,3,2,89,22:00:00,29,7:00:00,1,0,0,8,98,3,3,30,3,10,3,5,98,5,6,5,5,8,8,160,160
1009580,0.761732547,2,26,10/20/2019,6,63,6,10,5,1,0,0,0,0,2,2,8,1,1,NV,8,4,1,95,23:30:00,23,5:30:00,1,2,5,5,30,1,2,30,0,,0,5,98,5,3,5,5,5,5,162,162
1009586,0.447120353,1,25,10/20/2019,7,31,4,12,1,2,0,0,0,0,3,3,14,5,1,OR,9,1,3,1,0:00:00,29,7:00:00,1,3,20,6,40,2,5,120,3,60,3,6,30,2,4,5,5,9,9,145,145
1009587,0.317920775,1,25,10/20/2019,5,46,6,12,1,1,0,0,0,0,3,3,14,1,1,WA,9,3,1,87,21:30:00,31,7:30:00,1,0,0,10,98,1,3,90,2,60,1,12,98,4,6,5,5,8,8,220,220
1009588,0.490939671,1,8,10/20/2019,8,57,3,10,6,1,0,0,0,0,1,1,3,5,0,CA,9,4,2,17,4:00:00,41,10:00:00,3,2,40,5,20,3,6,90,0,,0,12,0,6,6,6,6,0,0,210,210
1009588,0.517158966,1,8,10/20/2019,8,57,3,10,6,1,0,0,0,0,1,1,3,5,0,CA,9,4,2,17,4:00:00,41,10:00:00,3,2,40,5,20,3,6,90,0,,0,12,0,6,6,6,6,0,0,210,210
1009602,0.288732332,2,46,10/20/2019,6,35,1,12,6,1,0,0,0,0,1,1,3,5,1,NY,2,3,1,89,22:00:00,29,7:00:00,2,2,60,8,0,2,7,60,7,30,0,2,0,2,2,5,5,8,8,135,135
1009606,1.089459734,2,6,10/20/2019,15,67,2,13,5,2,0,0,0,0,5,5,13,1,1,LA,7,4,3,5,1:00:00,37,9:00:00,2,4,20,7,40,2,1,20,0,,0,13,98,6,6,5,5,2,2,346,346
1009612,0.301073274,1,2,10/20/2019,3,41,1,13,7,1,0,0,2,0,3,5,18,1,1,VA,5,2,1,46,23:15:00,34,8:15:00,1,1,5,9,0,1,3,60,1,60,1,4,0,4,2,5,5,5,5,135,135
1009612,0.407128802,1,2,10/20/2019,3,41,1,13,7,1,0,0,2,0,3,5,18,1,1,VA,5,2,1,46,23:15:00,34,8:15:00,1,1,5,9,0,1,3,60,1,60,1,4,0,4,2,5,5,5,5,135,135
1009616,0.08926707,1,14,10/20/2019,5,32,1,13,1,1,0,1,0,0,2,4,11,1,1,CA,9,2,1,3,0:30:00,30,7:15:00,3,2,10,6,30,2,3,15,0,,4,2,98,2,1,5,5,10,10,143,143
1009618,0.33920198,2,13,10/20/2019,5,63,6,14,5,1,0,0,0,0,1,1,18,5,1,CA,9,2,3,27,6:30:00,52,12:45:00,1,3,10,6,0,2,6,20,0,,6,8,0,5,7,5,5,9,9,130,130
1009618,0.684422015,2,13,10/20/2019,5,63,6,14,5,1,0,0,0,0,1,1,18,5,1,CA,9,2,3,27,6:30:00,52,12:45:00,1,3,10,6,0,2,6,20,0,,6,8,0,5,7,5,5,9,9,130,130
1009626,0.294423102,1,5,10/20/2019,6,25,1,12,1,2,0,0,0,0,3,3,2,5,1,MI,3,3,1,89,22:00:00,36,8:45:00,2,5,75,8,59,2,3,30,0,,1,10,98,6,6,5,5,8,8,175,175
1009626,0.85513049,1,5,10/20/2019,6,25,1,12,1,2,0,0,0,0,3,3,2,5,1,MI,3,3,1,89,22:00:00,36,8:45:00,2,5,75,8,59,2,3,30,0,,1,10,98,6,6,5,5,8,8,175,175
1009629,0.358728348,2,26,10/20/2019,4,55,1,11,1,1,0,0,0,0,2,2,14,1,1,CO,8,3,2,3,0:30:00,27,6:30:00,1,3,5,5,55,1,6,120,3,60,0,6,0,4,1,5,5,5,5,175,175
1009629,0.390933976,2,26,10/20/2019,4,55,1,11,1,1,0,0,0,0,2,2,14,1,1,CO,8,3,2,3,0:30:00,27,6:30:00,1,3,5,5,55,1,6,120,3,60,0,6,0,4,1,5,5,5,5,175,175
1009640,0.309296273,2,31,10/20/2019,3,35,1,12,1,2,0,2,0,0,2,4,15,1,1,WI,3,2,1,89,22:00:00,27,6:30:00,1,5,10,7,50,2,7,25,2,10,5,5,0,3,3,5,5,5,5,119,119
1009642,0.183094793,1,13,10/20/2019,6,47,6,14,1,1,0,0,4,0,5,6,14,1,1,CA,9,4,1,5,1:00:00,31,7:30:00,1,2,15,6,15,3,3,30,0,,3,7,0,6,2,5,5,8,8,260,260
1009642,0.677912664,1,13,10/20/2019,6,47,6,14,1,1,0,0,4,0,5,6,14,1,1,CA,9,4,1,5,1:00:00,31,7:30:00,1,2,15,6,15,3,3,30,0,,3,7,0,6,2,5,5,8,8,260,260
1009648,1.373318541,2,7,10/20/2019,4,21,4,10,1,2,0,0,0,0,1,3,9,5,1,CA,9,3,2,95,23:30:00,29,7:00:00,2,2,10,7,30,2,3,30,1,30,3,12,98,6,7,5,5,3,3,998,260
1009650,0.392925878,1,25,10/20/2019,3,24,1,12,1,1,0,0,0,0,2,6,10,5,1,OR,9,1,2,89,22:00:00,31,7:30:00,1,2,10,9,20,2,4,60,4,60,4,10,98,1,1,5,5,11,11,195,195
1009650,0.979155106,1,25,10/20/2019,3,24,1,12,1,1,0,0,0,0,2,6,10,5,1,OR,9,1,2,89,22:00:00,31,7:30:00,1,2,10,9,20,2,4,60,4,60,4,10,98,1,1,5,5,11,11,195,195
1009660,0.459710029,2,30,10/20/2019,5,34,1,12,1,2,0,3,0,0,2,5,13,1,1,VA,5,2,2,7,1:30:00,27,6:30:00,2,1,5,5,0,3,3,20,3,30,3,6,0,4,4,5,5,0,0,145,145
1009660,0.483111133,2,30,10/20/2019,5,34,1,12,1,2,0,3,0,0,2,5,13,1,1,VA,5,2,2,7,1:30:00,27,6:30:00,2,1,5,5,0,3,3,20,3,30,3,6,0,4,4,5,5,0,0,145,145
1009668,0.570854596,2,2,10/20/2019,6,62,2,13,2,1,0,0,0,0,1,2,16,1,1,SC,5,2,1,1,0:00:00,24,5:45:00,1,2,43,5,2,2,4,60,1,60,0,8,30,5,2,5,5,11,11,173,173
1009668,0.868749349,2,2,10/20/2019,6,62,2,13,2,1,0,0,0,0,1,2,16,1,1,SC,5,2,1,1,0:00:00,24,5:45:00,1,2,43,5,2,2,4,60,1,60,0,8,30,5,2,5,5,11,11,173,173
1009672,0.286051803,2,15,10/20/2019,3,58,6,14,1,1,0,0,0,0,7,6,17,1,1,IL,3,2,1,91,22:30:00,27,6:30:00,1,2,10,8,30,1,3,60,3,60,1,6,0,3,2,5,5,8,8,145,145
1009672,0.522588134,2,15,10/20/2019,3,58,6,14,1,1,0,0,0,0,7,6,17,1,1,IL,3,2,1,91,22:30:00,27,6:30:00,1,2,10,8,30,1,3,60,3,60,1,6,0,3,2,5,5,8,8,145,145
1009674,0.27534144,1,2,10/20/2019,4,49,1,14,1,1,0,0,2,1,2,5,14,1,1,VA,5,1,1,87,21:30:00,21,5:00:00,2,2,60,6,30,2,7,90,2,60,0,8,0,1,1,6,6,0,0,170,170
1009674,0.372332718,1,2,10/20/2019,4,49,1,14,1,1,0,0,2,1,2,5,14,1,1,VA,5,1,1,87,21:30:00,21,5:00:00,2,2,60,6,30,2,7,90,2,60,0,8,0,1,1,6,6,0,0,170,170
1009679,0.34997033,2,8,10/20/2019,5,47,1,14,1,1,0,1,3,2,2,6,14,1,1,OK,7,2,1,3,0:30:00,27,6:30:00,1,2,20,5,40,2,3,45,3,30,3,10,98,3,1,6,6,4,4,275,275
1009679,0.473250247,2,8,10/20/2019,5,47,1,14,1,1,0,1,3,2,2,6,14,1,1,OK,7,2,1,3,0:30:00,27,6:30:00,1,2,20,5,40,2,3,45,3,30,3,10,98,3,1,6,6,4,4,275,275
